경우의 수,게임 기록,총보상,결과
612,일반 공격(성공: -1.00) / 틈새 공격(성공: -1.66) / 틈새 공격(성공: -6.51),-9.17,패배
613,일반 공격(성공: -1.00) / 틈새 공격(성공: -1.61) / 틈새 공격(성공: -6.57),-9.18,패배
614,틈새 공격(성공: 0.37) / 틈새 공격(성공: -1.56) / 일반 공격(성공: -8.00),-9.19,패배
615,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.69) / 일반 공격(성공: -1.00) / 틈새 공격(실패: -7.50),-9.19,패배
616,틈새 공격(성공: 0.43) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -8.63),-9.2,패배
617,일반 공격(성공: 1.28) / 일반 공격(성공: -1.00) / 틈새 공격(실패: -9.50),-9.22,패배
618,틈새 공격(실패: -0.50) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -1.73) / 일반 공격(성공: -6.00),-9.23,패배
619,틈새 공격(성공: 0.48) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -8.72),-9.24,패배
620,일반 공격(성공: 1.17) / 일반 공격(실패: -4.00) / 틈새 공격(성공: -6.50),-9.34,패배
621,틈새 공격(성공: 0.38) / 일반 공격(성공: -0.73) / 일반 공격(실패: -9.00),-9.35,패배
622,일반 공격(성공: 1.09) / 일반 공격(실패: -4.00) / 틈새 공격(성공: -6.51),-9.41,패배
623,일반 공격(성공: 1.00) / 일반 공격(성공: -3.00) / 틈새 공격(실패: -7.50),-9.5,패배
624,일반 공격(성공: 1.00) / 일반 공격(성공: -1.00) / 틈새 공격(실패: -2.50) / 일반 공격(실패: -7.00),-9.5,패배
625,틈새 공격(실패: -0.50) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-9.5,패배
626,틈새 공격(실패: -0.50) / 일반 공격(성공: -1.00) / 일반 공격(성공: -8.00),-9.5,패배
627,일반 공격(성공: 1.00) / 틈새 공격(실패: -2.50) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-9.5,패배
628,틈새 공격(성공: 0.38) / 일반 공격(실패: -1.76) / 틈새 공격(성공: -1.53) / 틈새 공격(성공: -6.60),-9.51,패배
629,틈새 공격(성공: 0.48) / 일반 공격(실패: -4.00) / 일반 공격(성공: -6.00),-9.52,패배
630,틈새 공격(성공: 0.49) / 틈새 공격(성공: -1.51) / 일반 공격(성공: -1.00) / 일반 공격(성공: -7.50),-9.52,패배
631,틈새 공격(성공: 0.47) / 일반 공격(성공: -1.00) / 일반 공격(실패: -9.00),-9.53,패배
632,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.53) / 일반 공격(실패: -9.00),-9.53,패배
633,일반 공격(성공: 1.14) / 틈새 공격(성공: -1.64) / 틈새 공격(성공: -1.54) / 일반 공격(성공: -7.50),-9.54,패배
634,일반 공격(실패: -2.00) / 틈새 공격(성공: -1.54) / 일반 공격(성공: -6.00),-9.54,패배
635,일반 공격(성공: 1.00) / 일반 공격(실패: -4.00) / 틈새 공격(성공: -6.54),-9.54,패배
636,틈새 공격(성공: 0.46) / 일반 공격(실패: -4.00) / 일반 공격(성공: -6.00),-9.54,패배
637,틈새 공격(성공: 0.45) / 일반 공격(실패: -4.00) / 일반 공격(성공: -6.00),-9.55,패배
638,일반 공격(실패: -2.00) / 틈새 공격(성공: -1.55) / 일반 공격(성공: -6.00),-9.55,패배
639,틈새 공격(성공: 0.43) / 일반 공격(실패: -4.00) / 일반 공격(성공: -6.00),-9.57,패배
640,일반 공격(실패: -2.00) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -6.59),-9.59,패배
641,일반 공격(성공: -1.00) / 일반 공격(실패: -8.60),-9.6,패배
642,일반 공격(성공: 1.00) / 일반 공격(실패: -4.00) / 틈새 공격(성공: -6.60),-9.6,패배
643,틈새 공격(성공: 0.39) / 일반 공격(성공: -10.00),-9.61,패배
644,틈새 공격(성공: 0.39) / 일반 공격(성공: -1.00) / 일반 공격(실패: -9.00),-9.61,패배
645,일반 공격(성공: 1.00) / 일반 공격(실패: -4.00) / 틈새 공격(성공: -6.61),-9.61,패배
646,틈새 공격(성공: 0.37) / 일반 공격(성공: -1.00) / 일반 공격(실패: -9.00),-9.63,패배
647,일반 공격(성공: 1.00) / 일반 공격(실패: -4.00) / 틈새 공격(성공: -6.68),-9.68,패배
648,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.69) / 일반 공격(실패: -9.00),-9.69,패배
649,일반 공격(실패: -2.00) / 틈새 공격(성공: -1.69) / 일반 공격(성공: -6.00),-9.69,패배
650,일반 공격(성공: -1.00) / 일반 공격(실패: -8.72),-9.72,패배
651,일반 공격(실패: -1.52) / 틈새 공격(성공: -1.52) / 틈새 공격(성공: -6.71),-9.75,패배
652,일반 공격(성공: 1.23) / 일반 공격(실패: -11.00),-9.77,패배
653,일반 공격(성공: 1.22) / 일반 공격(실패: -11.00),-9.78,패배
654,일반 공격(성공: 1.21) / 일반 공격(실패: -11.00),-9.79,패배
655,일반 공격(성공: 1.18) / 일반 공격(실패: -11.00),-9.82,패배
656,일반 공격(성공: 1.00) / 일반 공격(실패: -4.00) / 틈새 공격(성공: -6.83),-9.83,패배
657,일반 공격(성공: 1.11) / 일반 공격(실패: -11.00),-9.89,패배
658,일반 공격(성공: -1.00) / 일반 공격(실패: -9.00),-10.0,패배
659,일반 공격(실패: -4.00) / 일반 공격(성공: -6.00),-10.0,패배
660,일반 공격(성공: 1.00) / 일반 공격(실패: -11.00),-10.0,패배
661,틈새 공격(성공: 0.47) / 일반 공격(성공: -3.00) / 일반 공격(성공: -7.50),-10.03,패배
662,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.53) / 일반 공격(성공: -1.00) / 일반 공격(실패: -8.50),-10.03,패배
663,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.53) / 틈새 공격(실패: -9.50),-10.03,패배
664,일반 공격(성공: 1.44) / 일반 공격(성공: -1.00) / 일반 공격(실패: -10.50),-10.06,패배
665,일반 공격(성공: 1.43) / 일반 공격(성공: -1.00) / 일반 공격(실패: -10.50),-10.07,패배
666,일반 공격(실패: -2.00) / 틈새 공격(성공: -1.57) / 틈새 공격(성공: -6.53),-10.1,패배
667,틈새 공격(성공: 0.38) / 일반 공격(성공: -3.00) / 일반 공격(성공: -7.50),-10.12,패배
668,일반 공격(성공: -1.00) / 틈새 공격(성공: -1.66) / 일반 공격(성공: -7.50),-10.16,패배
669,틈새 공격(성공: 0.42) / 일반 공격(실패: -4.00) / 틈새 공격(성공: -6.59),-10.17,패배
670,일반 공격(성공: 1.00) / 일반 공격(실패: -1.69) / 일반 공격(성공: -9.50),-10.19,패배
671,틈새 공격(성공: 0.41) / 일반 공격(실패: -4.00) / 틈새 공격(성공: -6.66),-10.24,패배
672,일반 공격(성공: 1.10) / 일반 공격(성공: -1.00) / 일반 공격(실패: -10.50),-10.4,패배
673,일반 공격(성공: 1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -10.50),-10.5,패배
674,일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -8.50),-10.5,패배
675,일반 공격(성공: 1.00) / 일반 공격(성공: -3.00) / 일반 공격(실패: -8.50),-10.5,패배
676,일반 공격(실패: 0.00) / 일반 공격(성공: -3.00) / 일반 공격(성공: -7.50),-10.5,패배
677,일반 공격(실패: -2.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: -7.50),-10.5,패배
678,일반 공격(실패: -2.00) / 일반 공격(성공: -1.00) / 틈새 공격(실패: -7.50),-10.5,패배
679,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.59) / 일반 공격(성공: -1.00) / 틈새 공격(실패: -9.00),-10.59,패배
680,일반 공격(실패: -4.00) / 틈새 공격(성공: -6.59),-10.59,패배
681,틈새 공격(성공: 0.39) / 일반 공격(실패: -11.00),-10.61,패배
682,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.68) / 일반 공격(성공: -1.00) / 틈새 공격(실패: -9.00),-10.68,패배
683,틈새 공격(성공: 0.27) / 일반 공격(실패: -11.00),-10.73,패배
684,일반 공격(실패: -2.00) / 일반 공격(실패: -8.80),-10.8,패배
685,일반 공격(실패: -2.00) / 틈새 공격(성공: -1.53) / 틈새 공격(실패: -7.50),-11.03,패배
686,틈새 공격(성공: 0.48) / 일반 공격(성공: -3.00) / 틈새 공격(실패: -9.00),-11.52,패배
687,틈새 공격(성공: 0.50) / 일반 공격(실패: -4.00) / 일반 공격(성공: -10.50),-14.0,패배
688,일반 공격(성공: -1.00) / 틈새 공격(성공: -1.51) / 일반 공격(실패: -11.50),-14.01,패배
689,틈새 공격(성공: 0.43) / 일반 공격(성공: -1.00) / 일반 공격(실패: -13.50),-14.07,패배
690,틈새 공격(성공: 0.40) / 일반 공격(성공: -1.00) / 일반 공격(실패: -13.50),-14.1,패배
691,틈새 공격(성공: 0.39) / 일반 공격(성공: -1.00) / 일반 공격(실패: -13.50),-14.11,패배
692,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.72) / 일반 공격(실패: -13.50),-14.22,패배
693,일반 공격(실패: -1.81) / 일반 공격(성공: -1.00) / 일반 공격(실패: -11.50),-14.31,패배
694,일반 공격(성공: -1.00) / 일반 공격(실패: -13.50),-14.5,패배
695,일반 공격(성공: 1.00) / 일반 공격(실패: -4.00) / 일반 공격(실패: -11.50),-14.5,패배
696,일반 공격(실패: -4.00) / 일반 공격(성공: -10.50),-14.5,패배
697,틈새 공격(성공: 0.48) / 틈새 공격(성공: -1.54) / 일반 공격(실패: -16.50),-17.56,패배
698,일반 공격(실패: -2.00) / 일반 공격(실패: -16.50),-18.5,패배
